7000 351 0.000000782108306885
7001 362 0.000000779891014099
7002 469 0.000000818800926208
7003 366 0.000000776195526123
7004 359 0.000000762200355530
7005 267 0.000000758409500122
7006 334 0.000000754904747009
7007 385 0.000000764107704163
7008 327 0.000000782203674316
7009 312 0.000000774407386780
7010 302 0.000000750613212585
7011 344 0.000000772404670715
7012 400 0.000000779294967651
7013 344 0.000000774383544922
7014 367 0.000000761318206787
7015 419 0.000000775504112244
7016 355 0.000000774383544922
7017 251 0.000000764989852905
7018 359 0.000000764298439026
7019 302 0.000000765585899353
7020 294 0.000000767707824707
7021 354 0.000000765609741211
7022 418 0.000000770807266235
7023 367 0.000000769591331482
7024 358 0.000000772500038147
