9400 886 0.007592105865478515
9401 1041 0.007939791679382325
9402 896 0.006812191009521485
9403 722 0.007797789573669433
9404 889 0.007680988311767578
9405 735 0.005785584449768066
9406 805 0.008155584335327148
9407 823 0.007514905929565430
9408 1103 0.007283401489257812
9409 764 0.008833098411560058
9410 759 0.008430385589599609
9411 841 0.007891511917114258
9412 689 0.007268095016479492
9413 957 0.006183195114135742
9414 759 0.007281589508056641
9415 626 0.007571315765380860
9416 845 0.008035993576049805
9417 896 0.007539296150207519
9418 854 0.008792710304260255
9419 731 0.007892394065856933
9420 783 0.007397985458374024
9421 762 0.007808899879455567
9422 657 0.008093023300170898
9423 773 0.006851291656494141
9424 956 0.008419799804687499
